booking_id,requester_id,space_code,requested_start_time,requested_end_time,purpose_of_use,expected_participants,final_booking_status,created_at
1083662,DGU0280,DG043,2024-02-25T11:30:00,2024-02-25T12:30:00,workshop,154,cancelled,2024-01-01T01:40:00
1083663,DGL0011,DG034,2024-02-04T12:00:00,2024-02-04T13:00:00,examination,29,completed,2024-01-21T09:26:00
1083664,DGL0010,DG031,2025-06-19T10:00:00,2025-06-19T11:00:00,workshop,124,completed,2025-05-30T04:25:00
1083665,DGL0008,DG060,2023-04-18T09:00:00,2023-04-18T10:00:00,student activity,45,completed,2023-03-06T03:54:00
1083666,DGU0186,DG035,2023-10-14T17:00:00,2023-10-14T18:00:00,seminar,1,completed,2023-09-26T09:32:00
1083667,DGL0014,DG052,2023-09-12T09:00:00,2023-09-12T10:30:00,workshop,20,pending,2023-07-27T04:04:00
1083668,DGU0192,DG040,2024-08-17T12:00:00,2024-08-17T13:00:00,workshop,13,approved,2024-07-09T09:30:00
1083669,DGTA0013,DG007,2022-11-09T11:00:00,2022-11-09T12:00:00,workshop,87,approved,2022-10-23T08:05:00
1083670,DGL0031,DG018,2024-01-27T09:30:00,2024-01-27T11:30:00,meeting,16,cancelled,2024-01-02T04:20:00
1083671,DGU0245,DG012,2022-12-31T13:30:00,2022-12-31T15:30:00,student activity,19,rejected,2022-11-22T08:24:00
1083672,DGU0259,DG046,2023-03-02T12:00:00,2023-03-02T13:00:00,meeting,12,rejected,2023-01-02T08:32:00
1083673,DGU0009,DG001,2024-12-08T15:30:00,2024-12-08T16:30:00,examination,163,cancelled,2024-10-15T05:34:00
1083674,DGU0308,DG017,2022-12-13T14:00:00,2022-12-13T16:00:00,meeting,12,no-show,2022-11-29T08:20:00
1083675,DGU0163,DG020,2023-11-23T15:00:00,2023-11-23T16:00:00,lecture,29,completed,2023-11-13T13:12:00
1083676,DGU0233,DG059,2023-02-13T09:00:00,2023-02-13T11:00:00,workshop,16,completed,2023-01-21T08:40:00
1083677,DGU0080,DG017,2024-10-03T12:00:00,2024-10-03T13:00:00,meeting,18,approved,2024-10-01T03:06:00
1083678,DGU0015,DG028,2025-07-28T16:00:00,2025-07-28T18:00:00,meeting,5,completed,2025-06-11T15:31:00
1083679,DGU0290,DG056,2023-11-01T17:00:00,2023-11-01T18:00:00,lecture,40,approved,2023-09-07T10:20:00
1083680,DGU0088,DG003,2024-09-09T12:00:00,2024-09-09T13:00:00,examination,48,completed,2024-09-07T05:51:00
1083681,DGU0354,DG002,2024-09-13T14:00:00,2024-09-13T17:00:00,lecture,7,completed,2024-09-03T11:30:00
1083682,DGU0355,DG025,2023-05-15T11:00:00,2023-05-15T12:00:00,seminar,109,completed,2023-04-14T03:33:00
1083683,DGU0203,DG041,2023-07-20T09:00:00,2023-07-20T11:00:00,lecture,8,completed,2023-05-30T03:59:00
1083684,DGU0391,DG027,2025-03-14T15:30:00,2025-03-14T16:30:00,examination,35,pending,2025-01-22T14:40:00
1083685,DGU0043,DG051,2022-12-16T15:00:00,2022-12-16T16:30:00,student activity,36,pending,2022-11-23T13:45:00
1083686,DGU0182,DG010,2023-12-02T10:00:00,2023-12-02T11:00:00,workshop,14,cancelled,2023-11-05T09:58:00
1083687,DGU0018,DG001,2025-02-16T09:00:00,2025-02-16T10:00:00,administrative event,138,rejected,2024-12-24T08:28:00
1083688,DGU0310,DG002,2023-06-03T11:00:00,2023-06-03T14:00:00,seminar,7,completed,2023-04-29T01:09:00
1083689,DGU0217,DG033,2024-07-04T14:00:00,2024-07-04T16:00:00,examination,24,cancelled,2024-05-08T06:49:00
1083690,DGU0047,DG028,2024-05-29T15:00:00,2024-05-29T17:00:00,student activity,2,no-show,2024-05-20T13:04:00
1083691,DGU0297,DG054,2024-05-09T12:00:00,2024-05-09T13:00:00,meeting,21,completed,2024-03-12T09:11:00
1083692,DGU0342,DG035,2025-02-18T10:00:00,2025-02-18T12:00:00,meeting,4,completed,2025-01-09T00:42:00
1083693,DGU0145,DG032,2023-09-13T10:30:00,2023-09-13T12:30:00,lecture,58,pending,2023-08-01T08:08:00
1083694,DGU0168,DG030,2024-05-25T16:30:00,2024-05-25T17:30:00,workshop,27,rejected,2024-03-26T09:05:00
1083695,DGU0141,DG020,2022-10-04T14:00:00,2022-10-04T16:00:00,student activity,29,pending,2022-09-13T12:17:00
1083696,DGDA0006,DG046,2022-10-22T09:30:00,2022-10-22T11:00:00,student activity,6,rejected,2022-10-04T06:51:00
1083697,DGU0313,DG057,2023-09-19T12:00:00,2023-09-19T13:00:00,examination,47,completed,2023-08-16T07:32:00
1083698,DGU0385,DG030,2025-05-21T12:30:00,2025-05-21T13:30:00,workshop,25,pending,2025-03-31T05:40:00
1083699,DGU0085,DG044,2023-09-28T13:00:00,2023-09-28T14:00:00,seminar,38,approved,2023-09-14T11:22:00
1083700,DGU0294,DG016,2024-05-24T10:00:00,2024-05-24T11:00:00,student activity,3,completed,2024-05-12T04:35:00
1083701,DGU0201,DG034,2023-11-12T08:00:00,2023-11-12T09:00:00,workshop,29,completed,2023-11-03T02:27:00
1083702,DGU0140,DG058,2022-10-17T14:00:00,2022-10-17T15:00:00,workshop,22,rejected,2022-10-02T05:18:00
1083703,DGU0334,DG026,2025-03-23T12:30:00,2025-03-23T13:30:00,examination,17,pending,2025-02-02T08:59:00
1083704,DGL0011,DG042,2023-06-02T12:30:00,2023-06-02T13:30:00,student activity,35,pending,2023-04-04T04:08:00
1083705,DGU0077,DG028,2024-08-31T12:00:00,2024-08-31T13:30:00,meeting,12,rejected,2024-07-20T10:54:00
1083706,DGL0031,DG026,2024-11-01T13:00:00,2024-11-01T14:00:00,lecture,29,completed,2024-10-22T06:02:00
1083707,DGL0033,DG035,2023-10-25T16:00:00,2023-10-25T17:00:00,seminar,4,no-show,2023-09-19T06:12:00
1083708,DGL0031,DG036,2025-06-25T08:00:00,2025-06-25T10:00:00,student activity,44,completed,2025-05-02T03:08:00
1083709,DGU0047,DG009,2024-03-23T09:00:00,2024-03-23T10:00:00,lecture,18,pending,2024-02-08T03:03:00
1083710,DGU0163,DG058,2024-04-14T10:00:00,2024-04-14T11:00:00,workshop,39,completed,2024-04-01T03:43:00
1083711,DGU0340,DG017,2025-04-17T11:00:00,2025-04-17T13:00:00,administrative event,3,completed,2025-02-26T04:58:00
1083712,DGU0334,DG038,2024-07-06T09:00:00,2024-07-06T10:00:00,examination,23,approved,2024-06-04T05:06:00
1083713,DGU0050,DG034,2023-04-25T15:00:00,2023-04-25T16:00:00,meeting,9,completed,2023-03-27T10:43:00
1083714,DGU0105,DG030,2025-08-13T17:00:00,2025-08-13T18:00:00,workshop,30,completed,2025-06-30T13:36:00
1083715,DGU0349,DG026,2022-09-20T10:00:00,2022-09-20T11:00:00,lecture,28,approved,2022-08-04T04:30:00
1083716,DGU0364,DG001,2023-11-01T13:00:00,2023-11-01T16:00:00,seminar,29,completed,2023-10-30T11:42:00
1083717,DGU0174,DG027,2025-02-10T16:30:00,2025-02-10T17:30:00,examination,38,pending,2024-12-12T13:44:00
1083718,DGU0239,DG054,2023-02-18T14:00:00,2023-02-18T15:00:00,meeting,23,completed,2023-02-04T13:03:00
1083719,DGU0250,DG048,2024-10-21T09:00:00,2024-10-21T10:00:00,student activity,39,approved,2024-09-02T01:26:00
1083720,DGU0192,DG034,2023-10-03T15:00:00,2023-10-03T17:00:00,workshop,27,approved,2023-08-28T09:32:00
1083721,DGU0072,DG023,2023-08-25T09:00:00,2023-08-25T10:00:00,meeting,12,completed,2023-08-08T07:41:00
1083722,DGU0251,DG034,2023-04-11T11:00:00,2023-04-11T12:00:00,workshop,10,completed,2023-02-16T04:33:00
1083723,DGU0307,DG021,2023-09-14T17:00:00,2023-09-14T18:00:00,student activity,22,completed,2023-07-25T10:04:00
1083724,DGU0057,DG002,2023-08-12T15:00:00,2023-08-12T16:00:00,lecture,23,completed,2023-08-09T09:45:00
1083725,DGL0025,DG056,2023-10-28T15:00:00,2023-10-28T16:00:00,seminar,37,completed,2023-09-08T06:31:00
1083726,DGL0013,DG010,2023-05-20T15:00:00,2023-05-20T16:00:00,meeting,15,completed,2023-04-28T08:25:00
1083727,DGU0076,DG013,2025-03-27T13:00:00,2025-03-27T15:00:00,workshop,204,completed,2025-03-20T09:33:00
1083728,DGU0356,DG026,2025-08-14T13:00:00,2025-08-14T14:00:00,examination,38,completed,2025-07-01T09:26:00
1083729,DGU0057,DG043,2024-12-04T10:00:00,2024-12-04T11:00:00,seminar,239,no-show,2024-10-17T04:10:00
1083730,DGU0129,DG038,2023-03-31T09:00:00,2023-03-31T11:00:00,examination,11,completed,2023-02-13T02:39:00
1083731,DGU0340,DG046,2023-05-19T13:00:00,2023-05-19T14:00:00,workshop,16,completed,2023-05-04T06:15:00
1083732,DGU0386,DG011,2023-10-25T13:00:00,2023-10-25T14:00:00,meeting,8,cancelled,2023-09-23T03:25:00
1083733,DGU0022,DG034,2025-05-15T17:00:00,2025-05-15T18:00:00,meeting,26,completed,2025-03-22T09:01:00
1083734,DGU0063,DG041,2024-10-04T09:30:00,2024-10-04T10:30:00,administrative event,21,cancelled,2024-09-04T01:05:00
1083735,DGU0038,DG017,2025-05-01T16:00:00,2025-05-01T17:00:00,administrative event,12,pending,2025-04-23T15:26:00
1083736,DGU0220,DG017,2022-09-22T13:30:00,2022-09-22T14:30:00,meeting,20,rejected,2022-09-10T04:44:00
1083737,DGU0328,DG046,2024-03-09T13:00:00,2024-03-09T14:00:00,meeting,17,completed,2024-02-17T05:16:00
1083738,DGU0046,DG025,2024-04-06T08:00:00,2024-04-06T10:00:00,seminar,214,cancelled,2024-02-21T02:01:00
1083739,DGU0159,DG020,2024-02-22T13:30:00,2024-02-22T15:30:00,seminar,35,pending,2024-02-09T13:11:00
1083740,DGU0270,DG007,2024-11-03T13:00:00,2024-11-03T15:00:00,workshop,172,pending,2024-10-15T07:33:00
1083741,DGL0011,DG017,2023-03-03T13:30:00,2023-03-03T14:30:00,meeting,4,cancelled,2023-01-21T05:12:00
1083742,DGU0064,DG027,2023-02-25T14:00:00,2023-02-25T15:00:00,student activity,52,completed,2023-02-06T12:03:00
1083743,DGU0058,DG032,2022-11-29T12:00:00,2022-11-29T13:00:00,examination,59,completed,2022-10-27T03:09:00
1083744,DGU0104,DG015,2024-07-21T13:00:00,2024-07-21T14:00:00,examination,20,completed,2024-06-15T05:52:00
1083745,DGU0293,DG023,2024-05-13T15:00:00,2024-05-13T17:00:00,meeting,11,completed,2024-03-30T11:29:00
1083746,DGU0338,DG009,2024-12-02T11:00:00,2024-12-02T12:00:00,lecture,33,pending,2024-11-05T08:23:00
1083747,DGU0248,DG030,2023-12-24T14:00:00,2023-12-24T17:00:00,workshop,6,completed,2023-12-19T11:02:00
1083748,DGU0135,DG055,2025-02-25T11:00:00,2025-02-25T12:00:00,workshop,37,no-show,2025-02-20T01:14:00
1083749,DGL0012,DG007,2022-11-23T17:00:00,2022-11-23T18:00:00,administrative event,42,no-show,2022-11-01T14:00:00
1083750,DGU0067,DG006,2024-03-24T10:00:00,2024-03-24T12:00:00,meeting,40,approved,2024-03-21T08:19:00
1083751,DGU0042,DG013,2025-05-03T11:00:00,2025-05-03T12:00:00,administrative event,195,approved,2025-03-05T01:13:00
1083752,DGU0346,DG031,2025-03-24T11:00:00,2025-03-24T13:00:00,workshop,154,no-show,2025-03-11T07:30:00
1083753,DGU0278,DG025,2023-09-11T09:30:00,2023-09-11T11:00:00,workshop,147,cancelled,2023-08-16T07:33:00
1083754,DGU0285,DG038,2024-07-27T12:30:00,2024-07-27T14:30:00,lecture,30,pending,2024-07-18T07:51:00
1083755,DGU0081,DG012,2024-07-07T15:00:00,2024-07-07T16:00:00,workshop,13,completed,2024-05-17T14:24:00
1083756,DGU0040,DG020,2023-12-19T16:30:00,2023-12-19T17:30:00,lecture,13,pending,2023-11-14T10:44:00
1083757,DGU0178,DG017,2023-02-19T10:30:00,2023-02-19T12:30:00,seminar,21,pending,2023-01-18T10:12:00
1083758,DGL0024,DG025,2024-08-09T10:00:00,2024-08-09T11:00:00,workshop,72,completed,2024-07-13T07:11:00
1083759,DGU0337,DG012,2024-08-16T14:00:00,2024-08-16T16:00:00,student activity,19,rejected,2024-07-13T08:41:00
1083760,DGU0379,DG060,2025-08-13T12:00:00,2025-08-13T13:00:00,meeting,40,cancelled,2025-07-19T05:18:00
1083761,DGU0285,DG043,2022-11-28T10:30:00,2022-11-28T11:30:00,workshop,258,cancelled,2022-10-01T08:45:00
1083762,DGU0071,DG039,2024-02-10T16:00:00,2024-02-10T18:00:00,lecture,14,pending,2024-01-16T07:54:00
1083763,DGU0038,DG018,2025-04-30T10:30:00,2025-04-30T12:00:00,workshop,25,pending,2025-04-28T01:08:00
1083764,DGU0144,DG050,2024-05-07T14:00:00,2024-05-07T15:00:00,examination,27,approved,2024-04-16T08:11:00
1083765,DGL0034,DG021,2022-10-29T08:00:00,2022-10-29T09:00:00,lecture,28,completed,2022-09-21T00:26:00
1083766,DGU0044,DG058,2025-05-30T13:00:00,2025-05-30T14:00:00,meeting,11,pending,2025-05-08T10:34:00
1083767,DGU0007,DG038,2024-03-29T14:00:00,2024-03-29T15:00:00,examination,13,completed,2024-02-14T11:19:00
1083768,DGU0180,DG051,2023-06-01T12:00:00,2023-06-01T13:00:00,administrative event,13,completed,2023-05-15T09:31:00
1083769,DGL0010,DG038,2023-09-26T11:30:00,2023-09-26T12:30:00,seminar,33,pending,2023-09-07T09:56:00
1083770,DGU0335,DG035,2024-06-28T13:00:00,2024-06-28T14:00:00,administrative event,11,approved,2024-05-07T06:37:00
1083771,DGU0317,DG045,2024-04-28T13:00:00,2024-04-28T14:00:00,lecture,7,rejected,2024-03-14T08:13:00
1083772,DGU0365,DG028,2024-08-26T13:00:00,2024-08-26T14:00:00,workshop,2,pending,2024-07-06T03:27:00
1083773,DGU0323,DG014,2024-10-04T14:00:00,2024-10-04T15:00:00,workshop,28,completed,2024-08-19T06:06:00
1083774,DGU0118,DG042,2025-08-04T11:00:00,2025-08-04T12:30:00,workshop,24,pending,2025-07-11T07:05:00
1083775,DGU0254,DG035,2023-04-20T17:00:00,2023-04-20T18:00:00,lecture,3,completed,2023-03-22T14:03:00
1083776,DGU0367,DG023,2024-08-18T08:00:00,2024-08-18T09:00:00,seminar,13,completed,2024-07-11T00:15:00
1083777,DGU0090,DG059,2024-08-22T09:00:00,2024-08-22T11:00:00,seminar,3,cancelled,2024-07-10T05:51:00
1083778,DGU0202,DG024,2022-09-05T09:00:00,2022-09-05T10:00:00,workshop,15,pending,2022-08-19T05:49:00
1083779,DGU0115,DG013,2023-11-01T16:00:00,2023-11-01T17:00:00,examination,48,approved,2023-10-02T15:58:00
1083780,DGU0344,DG022,2024-01-19T12:00:00,2024-01-19T13:00:00,student activity,18,cancelled,2024-01-04T06:48:00
1083781,DGU0255,DG028,2025-08-22T08:00:00,2025-08-22T09:00:00,workshop,4,completed,2025-07-21T01:50:00
1083782,DGU0065,DG008,2024-09-05T08:00:00,2024-09-05T09:00:00,lecture,28,completed,2024-08-03T22:17:00
1083783,DGU0116,DG055,2024-12-30T08:00:00,2024-12-30T09:00:00,workshop,119,approved,2024-12-09T01:56:00
1083784,DGU0080,DG030,2022-12-18T13:00:00,2022-12-18T15:00:00,student activity,28,completed,2022-11-10T05:51:00
1083785,DGU0332,DG004,2025-01-25T17:00:00,2025-01-25T18:00:00,meeting,3,no-show,2025-01-22T15:55:00
1083786,DGU0295,DG039,2025-07-08T09:00:00,2025-07-08T10:00:00,examination,4,completed,2025-06-12T02:15:00
1083787,DGU0216,DG045,2024-08-12T12:30:00,2024-08-12T13:30:00,examination,24,pending,2024-07-20T05:53:00
1083788,DGL0035,DG043,2025-01-06T12:00:00,2025-01-06T14:00:00,seminar,107,approved,2024-12-02T06:31:00
1083789,DGU0081,DG019,2025-05-22T12:00:00,2025-05-22T13:00:00,administrative event,61,completed,2025-03-29T08:02:00
1083790,DGU0051,DG019,2025-04-01T16:00:00,2025-04-01T17:00:00,administrative event,65,approved,2025-02-20T13:11:00
1083791,DGU0362,DG011,2024-09-17T09:00:00,2024-09-17T10:00:00,administrative event,4,completed,2024-07-19T06:36:00
1083792,DGU0328,DG005,2023-09-28T13:00:00,2023-09-28T14:00:00,administrative event,16,approved,2023-08-11T07:17:00
1083793,DGU0298,DG003,2023-09-25T12:30:00,2023-09-25T14:00:00,examination,37,pending,2023-09-01T05:43:00
1083794,DGU0323,DG054,2025-04-12T12:30:00,2025-04-12T13:30:00,meeting,11,cancelled,2025-04-02T03:16:00
1083795,DGU0304,DG060,2024-08-09T09:00:00,2024-08-09T11:00:00,lecture,20,no-show,2024-07-02T06:48:00
1083796,DGU0243,DG060,2024-05-25T09:00:00,2024-05-25T10:00:00,student activity,39,approved,2024-04-12T03:34:00
1083797,DGU0058,DG033,2025-05-16T11:00:00,2025-05-16T13:00:00,lecture,37,completed,2025-04-29T03:12:00
1083798,DGU0051,DG006,2023-04-06T08:00:00,2023-04-06T09:00:00,meeting,20,completed,2023-03-26T01:48:00
1083799,DGU0312,DG044,2024-05-28T15:00:00,2024-05-28T17:00:00,examination,36,completed,2024-05-07T07:07:00
1083800,DGU0064,DG040,2023-02-13T09:30:00,2023-02-13T10:30:00,meeting,12,pending,2023-01-13T05:58:00
1083801,DGU0269,DG055,2024-12-02T14:30:00,2024-12-02T15:30:00,administrative event,94,pending,2024-10-31T05:52:00
1083802,DGL0015,DG055,2024-10-27T08:00:00,2024-10-27T09:00:00,workshop,34,cancelled,2024-08-28T02:26:00
1083803,DGU0054,DG001,2024-04-07T16:00:00,2024-04-07T17:30:00,examination,77,cancelled,2024-02-29T11:37:00
1083804,DGU0126,DG016,2023-02-18T11:00:00,2023-02-18T12:00:00,student activity,10,rejected,2023-02-05T08:30:00
1083805,DGU0345,DG052,2023-12-25T08:00:00,2023-12-25T09:00:00,student activity,16,completed,2023-11-14T02:36:00
1083806,DGU0385,DG038,2022-09-28T08:00:00,2022-09-28T10:00:00,seminar,33,completed,2022-08-08T22:56:00
1083807,DGU0366,DG026,2025-03-05T17:00:00,2025-03-05T18:00:00,lecture,37,completed,2025-02-03T09:53:00
1083808,DGU0305,DG051,2024-05-05T10:00:00,2024-05-05T12:00:00,student activity,23,completed,2024-04-03T07:20:00
1083809,DGTA0013,DG026,2022-11-04T10:30:00,2022-11-04T12:00:00,lecture,13,cancelled,2022-09-11T04:59:00
1083810,DGU0183,DG003,2023-11-18T09:00:00,2023-11-18T11:00:00,examination,53,cancelled,2023-09-19T07:18:00
1083811,DGU0042,DG048,2024-10-04T16:00:00,2024-10-04T17:30:00,meeting,8,pending,2024-10-01T12:31:00
1083812,DGU0158,DG013,2022-11-06T08:00:00,2022-11-06T10:00:00,administrative event,80,pending,2022-10-05T01:23:00
1083813,DGDA0002,DG025,2023-05-30T10:00:00,2023-05-30T11:00:00,examination,204,rejected,2023-04-10T05:28:00
1083814,DGU0264,DG025,2024-07-24T12:00:00,2024-07-24T13:00:00,administrative event,161,pending,2024-06-21T08:49:00
1083815,DGU0079,DG008,2022-11-08T10:00:00,2022-11-08T12:00:00,administrative event,19,pending,2022-10-06T05:02:00
1083816,DGDA0009,DG050,2023-05-01T11:00:00,2023-05-01T13:00:00,lecture,24,no-show,2023-04-09T02:51:00
1083817,DGU0328,DG059,2025-01-06T10:00:00,2025-01-06T11:00:00,administrative event,5,completed,2024-11-30T08:15:00
1083818,DGU0149,DG014,2024-10-04T13:30:00,2024-10-04T15:30:00,examination,28,cancelled,2024-09-27T04:38:00
1083819,DGU0084,DG034,2022-12-07T12:00:00,2022-12-07T13:00:00,workshop,10,completed,2022-11-05T05:16:00
1083820,DGU0353,DG034,2023-05-07T08:00:00,2023-05-07T09:00:00,workshop,26,pending,2023-03-09T02:10:00
1083821,DGL0030,DG015,2024-02-02T12:00:00,2024-02-02T13:00:00,workshop,50,approved,2024-01-27T02:33:00
1083822,DGTA0018,DG053,2023-09-15T17:00:00,2023-09-15T18:00:00,meeting,1,completed,2023-09-02T08:10:00
1083823,DGU0093,DG015,2025-03-01T11:00:00,2025-03-01T14:00:00,examination,44,approved,2025-01-31T03:19:00
1083824,DGU0280,DG035,2025-08-13T08:00:00,2025-08-13T10:00:00,seminar,5,completed,2025-06-17T03:03:00
1083825,DGU0032,DG003,2024-04-29T12:00:00,2024-04-29T13:30:00,student activity,38,cancelled,2024-04-02T11:59:00
1083826,DGU0393,DG010,2023-06-07T10:00:00,2023-06-07T11:00:00,meeting,3,completed,2023-06-03T00:24:00
1083827,DGU0214,DG020,2025-01-03T10:00:00,2025-01-03T11:00:00,student activity,7,approved,2024-11-04T07:33:00
1083828,DGU0160,DG059,2023-08-28T14:00:00,2023-08-28T16:00:00,meeting,15,completed,2023-07-07T11:17:00
1083829,DGU0312,DG025,2022-09-22T13:00:00,2022-09-22T16:00:00,workshop,36,completed,2022-09-12T04:12:00
1083830,DGL0013,DG045,2024-11-14T09:30:00,2024-11-14T10:30:00,student activity,18,cancelled,2024-10-26T04:48:00
1083831,DGU0029,DG026,2023-08-09T09:00:00,2023-08-09T11:00:00,examination,29,pending,2023-06-26T03:48:00
1083832,DGU0158,DG043,2023-07-28T14:00:00,2023-07-28T15:30:00,administrative event,51,cancelled,2023-07-17T13:54:00
1083833,DGDA0001,DG008,2025-07-25T15:00:00,2025-07-25T16:30:00,lecture,16,rejected,2025-06-13T14:30:00
1083834,DGU0292,DG014,2024-11-20T16:00:00,2024-11-20T18:00:00,administrative event,15,completed,2024-09-21T09:00:00
1083835,DGU0287,DG025,2023-07-14T16:00:00,2023-07-14T17:00:00,workshop,142,approved,2023-06-05T14:41:00
1083836,DGU0003,DG060,2023-09-17T09:00:00,2023-09-17T11:00:00,student activity,49,completed,2023-09-02T07:40:00
1083837,DGL0033,DG009,2025-08-08T08:30:00,2025-08-08T09:30:00,student activity,6,cancelled,2025-07-20T04:49:00
1083838,DGU0088,DG054,2024-09-28T15:30:00,2024-09-28T16:30:00,student activity,17,cancelled,2024-08-16T13:31:00
1083839,DGL0002,DG060,2022-12-09T15:00:00,2022-12-09T17:00:00,student activity,14,cancelled,2022-10-19T10:47:00
1083840,DGU0179,DG035,2023-01-17T17:00:00,2023-01-17T18:00:00,meeting,1,approved,2022-12-13T09:06:00
1083841,DGU0364,DG004,2024-04-14T17:00:00,2024-04-14T18:00:00,student activity,24,approved,2024-02-25T13:40:00
1083842,DGTA0010,DG015,2023-10-06T11:00:00,2023-10-06T13:00:00,lecture,26,cancelled,2023-10-02T07:49:00
1083843,DGU0363,DG050,2023-08-17T11:00:00,2023-08-17T12:00:00,student activity,38,pending,2023-08-06T02:24:00
1083844,DGU0298,DG044,2025-08-22T14:30:00,2025-08-22T16:00:00,seminar,31,cancelled,2025-06-27T12:17:00
1083845,DGU0025,DG010,2022-09-10T10:00:00,2022-09-10T11:00:00,student activity,7,no-show,2022-07-13T02:43:00
1083846,DGU0263,DG029,2025-08-14T10:00:00,2025-08-14T11:00:00,lecture,26,completed,2025-08-01T03:28:00
1083847,DGU0229,DG045,2024-08-12T13:30:00,2024-08-12T15:00:00,student activity,26,rejected,2024-07-14T05:13:00
1083848,DGU0152,DG020,2025-03-01T08:00:00,2025-03-01T10:00:00,seminar,27,completed,2025-01-30T03:32:00
1083849,DGU0125,DG050,2022-11-17T16:00:00,2022-11-17T18:00:00,lecture,12,completed,2022-10-22T08:46:00
1083850,DGU0053,DG054,2022-09-30T14:00:00,2022-09-30T15:00:00,student activity,32,completed,2022-08-16T12:31:00
1083851,DGU0254,DG053,2023-04-14T16:00:00,2023-04-14T17:30:00,workshop,3,rejected,2023-04-11T11:08:00
1083852,DGU0241,DG016,2025-07-29T13:00:00,2025-07-29T14:00:00,workshop,15,no-show,2025-06-20T06:09:00
1083853,DGU0230,DG016,2023-06-16T16:30:00,2023-06-16T17:30:00,workshop,8,cancelled,2023-06-07T08:06:00
1083854,DGU0051,DG037,2025-01-16T09:30:00,2025-01-16T10:30:00,administrative event,122,pending,2024-12-14T04:58:00
1083855,DGU0317,DG019,2022-12-29T16:30:00,2022-12-29T17:30:00,administrative event,41,rejected,2022-11-16T08:47:00
1083856,DGU0107,DG047,2023-12-27T11:00:00,2023-12-27T13:00:00,examination,4,completed,2023-10-28T06:48:00
1083857,DGU0095,DG046,2023-07-07T15:00:00,2023-07-07T17:00:00,student activity,29,completed,2023-05-12T13:56:00
1083858,DGU0301,DG018,2023-07-01T08:30:00,2023-07-01T10:30:00,workshop,19,rejected,2023-06-03T07:51:00
1083859,DGU0148,DG008,2022-12-13T10:00:00,2022-12-13T11:00:00,examination,39,approved,2022-10-28T00:42:00
1083860,DGU0182,DG007,2023-06-05T15:00:00,2023-06-05T16:00:00,seminar,182,completed,2023-05-06T06:27:00
1083861,DGU0028,DG021,2023-01-23T13:00:00,2023-01-23T15:00:00,examination,17,no-show,2022-12-05T04:15:00
1083862,DGU0367,DG029,2024-04-06T11:00:00,2024-04-06T12:00:00,examination,10,completed,2024-03-02T02:43:00
1083863,DGU0318,DG039,2022-10-27T09:00:00,2022-10-27T10:00:00,lecture,14,completed,2022-09-28T03:34:00
1083864,DGU0078,DG008,2023-01-27T09:30:00,2023-01-27T10:30:00,lecture,29,rejected,2022-12-15T01:37:00
1083865,DGTA0021,DG048,2023-01-15T17:00:00,2023-01-15T18:00:00,meeting,34,completed,2022-12-19T10:32:00
1083866,DGU0331,DG012,2024-06-20T12:30:00,2024-06-20T14:30:00,meeting,19,rejected,2024-06-16T06:01:00
1083867,DGU0148,DG047,2025-05-15T13:00:00,2025-05-15T14:00:00,meeting,7,cancelled,2025-04-01T03:33:00
1083868,DGU0229,DG006,2024-06-14T16:00:00,2024-06-14T17:00:00,workshop,29,no-show,2024-06-04T15:41:00
1083869,DGU0308,DG018,2025-04-10T14:00:00,2025-04-10T15:00:00,meeting,15,no-show,2025-03-24T05:04:00
1083870,DGU0180,DG048,2023-01-28T11:00:00,2023-01-28T14:00:00,meeting,12,approved,2023-01-21T04:33:00
1083871,DGU0388,DG025,2023-04-16T09:00:00,2023-04-16T10:00:00,administrative event,105,completed,2023-04-12T23:42:00
1083872,DGU0189,DG009,2025-07-31T11:00:00,2025-07-31T12:00:00,lecture,25,rejected,2025-07-26T05:25:00
1083873,DGU0336,DG041,2025-02-05T09:00:00,2025-02-05T11:00:00,seminar,4,cancelled,2024-12-15T23:37:00
1083874,DGU0035,DG056,2023-05-22T14:00:00,2023-05-22T17:00:00,lecture,42,completed,2023-04-05T05:26:00
1083875,DGTA0013,DG019,2023-12-16T11:00:00,2023-12-16T12:00:00,examination,72,completed,2023-12-10T03:31:00
1083876,DGU0079,DG035,2024-06-08T08:00:00,2024-06-08T09:00:00,student activity,6,completed,2024-04-28T23:12:00
1083877,DGU0075,DG036,2023-11-17T10:00:00,2023-11-17T12:00:00,workshop,35,completed,2023-10-25T07:26:00
1083878,DGU0019,DG017,2024-02-28T11:00:00,2024-02-28T13:00:00,administrative event,9,pending,2024-02-14T10:49:00
1083879,DGU0024,DG054,2022-10-04T11:00:00,2022-10-04T12:00:00,workshop,26,completed,2022-09-08T03:04:00
1083880,DGU0192,DG056,2023-09-11T09:00:00,2023-09-11T10:00:00,seminar,31,completed,2023-08-29T08:05:00
1083881,DGU0381,DG023,2023-02-21T09:00:00,2023-02-21T10:30:00,meeting,9,cancelled,2023-02-05T02:47:00
1083882,DGL0028,DG011,2025-07-16T15:30:00,2025-07-16T17:00:00,administrative event,11,pending,2025-05-23T12:46:00
1083883,DGDA0001,DG030,2025-01-08T15:00:00,2025-01-08T16:00:00,meeting,15,completed,2024-11-26T13:28:00
1083884,DGL0030,DG023,2023-05-20T08:30:00,2023-05-20T10:00:00,meeting,4,rejected,2023-04-01T03:43:00
