booking_id,staff_id,decision,decision_time,decision_note,rejection_reason,decision_method
1072776,DGFS0018,approved,2025-05-01T21:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072781,DGFS0013,approved,2024-02-24T08:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072786,DGFS0020,approved,2024-04-24T18:57:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072787,DGFS0023,approved,2024-07-20T21:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072788,DGFS0008,rejected,2024-12-20T08:24:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1072789,DGFM0004,approved,2023-09-21T13:11:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072791,DGFM0002,approved,2023-09-02T03:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072792,DGFS0010,rejected,2024-12-30T18:45:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1072793,DGFS0019,approved,2023-03-10T21:18:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072794,DGFS0017,approved,2024-09-18T15:01:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072795,DGFS0020,approved,2024-09-17T07:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072796,DGFS0014,rejected,2024-03-21T00:17:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1072797,DGFM0004,approved,2023-10-01T14:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072798,,approved,2024-08-01T02:46:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072799,DGFS0003,approved,2023-08-19T13:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072802,DGFS0025,approved,2023-11-10T13:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072804,DGFS0007,approved,2024-06-05T22:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072805,DGFS0011,approved,2024-06-06T03:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072806,DGFS0007,rejected,2024-01-15T13:48:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1072808,DGFS0013,approved,2024-10-04T01:30:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072810,DGFS0025,approved,2022-10-01T21:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072811,DGFS0013,approved,2023-08-27T03:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072812,DGFS0003,approved,2022-10-22T03:15:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072813,,approved,2024-09-12T05:43:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072815,DGFS0002,approved,2024-06-08T17:20:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072816,DGFS0016,rejected,2022-08-01T03:42:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1072818,DGFS0020,rejected,2023-08-28T20:07:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1072819,,approved,2025-06-15T12:59:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072821,DGFS0022,approved,2023-06-06T19:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072823,DGFS0005,rejected,2025-08-08T05:10:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1072825,DGFS0009,approved,2024-05-30T07:57:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072826,DGFM0003,approved,2023-02-17T08:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072827,DGFS0014,approved,2024-05-16T09:54:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072829,DGFS0018,rejected,2023-07-16T20:39:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1072831,DGFM0002,approved,2025-02-11T20:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072832,DGFS0008,approved,2023-11-06T07:57:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072834,DGFS0018,approved,2024-02-10T15:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072835,DGFS0002,approved,2024-11-08T12:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072836,DGFS0014,approved,2023-09-13T16:53:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072837,DGFS0021,approved,2024-07-22T18:30:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072839,DGFS0012,approved,2025-04-24T09:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072841,,approved,2023-01-31T05:32:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072842,DGFM0001,approved,2022-08-27T22:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072843,DGFS0005,approved,2025-08-03T18:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072844,DGFS0018,rejected,2024-01-27T11:41:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1072846,DGFS0003,approved,2023-01-25T08:42:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072847,DGFS0001,approved,2025-04-28T22:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072849,,approved,2024-11-15T03:09:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072850,DGFS0009,rejected,2023-02-04T04:51:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1072852,,approved,2023-12-09T07:23:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072853,DGFS0009,approved,2023-06-17T12:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072856,DGFS0007,approved,2025-05-28T20:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072857,DGFS0007,approved,2023-03-14T22:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072858,DGFS0009,approved,2024-02-25T18:25:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072859,DGFS0003,approved,2023-10-22T09:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072860,DGFS0012,approved,2025-06-24T23:30:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072862,DGFM0005,approved,2024-02-12T22:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072863,DGFS0021,approved,2024-05-04T22:09:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072865,DGFS0018,approved,2024-01-14T05:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072866,DGFS0020,approved,2024-01-18T15:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072867,DGFS0014,approved,2025-03-23T14:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072868,DGFS0001,approved,2023-01-24T01:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072869,DGFS0021,approved,2025-03-13T09:04:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072870,DGFS0014,approved,2023-10-27T05:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072871,DGFM0002,rejected,2024-04-08T10:17:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1072872,DGFS0006,approved,2025-07-02T18:44:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072873,DGFS0019,approved,2023-01-05T08:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072874,DGFS0005,approved,2024-11-20T09:54:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072875,DGFS0008,approved,2024-01-26T11:59:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072876,DGFS0023,approved,2022-09-17T23:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072878,,approved,2025-01-18T13:58:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072879,DGFS0011,approved,2025-04-21T11:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072880,DGFM0004,approved,2023-03-26T22:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072881,DGFS0022,rejected,2023-01-28T09:36:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1072882,,approved,2024-05-19T04:10:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072883,DGFS0017,approved,2025-01-29T06:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072884,DGFS0011,approved,2022-10-10T22:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072885,DGFM0005,approved,2024-06-07T05:44:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072886,DGFS0003,approved,2024-05-31T02:04:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072887,DGFS0008,rejected,2024-04-30T06:13:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1072888,DGFS0020,approved,2023-04-20T04:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072889,DGFS0019,approved,2023-05-08T03:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072890,DGFS0011,approved,2025-04-03T02:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072891,DGFS0018,approved,2025-06-11T11:54:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072894,DGFM0004,approved,2023-09-21T03:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072895,DGFS0022,approved,2023-08-02T18:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072896,DGFS0020,approved,2025-06-06T17:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072898,DGFS0019,rejected,2023-10-29T22:17:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1072901,,approved,2024-01-14T04:54:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072903,DGFS0013,approved,2025-04-18T00:31:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072905,DGFM0005,approved,2023-05-12T07:25:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072906,,approved,2022-10-22T01:09:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072907,,approved,2025-05-29T05:01:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072908,DGFM0004,approved,2025-06-01T20:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072910,DGFS0021,approved,2024-05-05T02:56:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072912,DGFS0024,approved,2023-10-19T07:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072913,DGFM0005,approved,2022-10-31T22:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072916,DGFS0008,rejected,2024-07-08T01:36:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1072919,DGFM0004,approved,2023-09-22T08:19:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072920,DGFM0003,rejected,2024-05-06T21:47:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1072921,DGFM0005,approved,2023-10-29T17:04:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072922,DGFS0020,approved,2023-11-05T09:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072923,DGFS0001,approved,2024-07-20T04:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072924,DGFS0020,approved,2022-08-28T07:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072925,DGFS0024,approved,2024-09-15T19:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072926,DGFM0003,approved,2023-01-21T19:31:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072927,,approved,2024-03-17T07:53:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072931,DGFM0004,approved,2023-03-02T14:13:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072932,DGFS0022,approved,2025-04-04T07:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072933,DGFS0005,approved,2025-07-13T06:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072934,DGFS0025,approved,2024-10-30T18:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072935,DGFM0002,approved,2025-02-05T00:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072936,DGFS0017,approved,2023-07-06T00:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072937,DGFS0004,approved,2024-05-07T09:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072940,DGFS0014,approved,2025-04-13T08:14:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072941,,approved,2023-10-07T04:25:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072942,DGFS0021,approved,2024-12-10T15:41:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072945,DGFM0001,approved,2025-07-09T00:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072946,DGFS0003,approved,2024-08-21T14:59:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072947,DGFS0001,rejected,2023-06-07T17:16:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1072948,DGFS0009,approved,2025-05-04T20:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072949,DGFM0005,approved,2025-04-03T03:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072950,DGFS0014,approved,2024-08-20T21:54:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072952,DGFS0016,approved,2024-06-22T18:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072953,DGFS0016,approved,2023-08-14T11:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072954,DGFS0019,approved,2023-11-21T20:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072955,DGFS0008,approved,2023-12-24T08:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072956,DGFM0001,approved,2025-06-12T11:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072957,DGFS0010,approved,2023-11-27T04:41:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072959,DGFS0007,approved,2025-06-15T11:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072960,DGFS0008,approved,2023-03-12T21:11:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072961,DGFS0015,rejected,2024-12-21T01:56:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1072963,DGFS0016,approved,2023-01-10T17:55:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072964,DGFS0020,approved,2024-10-29T22:45:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072965,DGFS0004,rejected,2024-11-10T14:54:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1072969,DGFS0012,approved,2024-03-28T12:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072973,DGFS0023,approved,2024-04-23T19:35:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072974,,approved,2025-02-25T01:40:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072976,DGFS0003,approved,2024-11-07T16:14:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072981,DGFS0015,approved,2024-05-26T11:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072983,DGFS0021,approved,2023-02-28T16:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072984,DGFM0002,approved,2023-05-19T06:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072986,DGFS0023,approved,2025-05-20T20:13:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072987,,approved,2022-12-24T06:49:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1072988,DGFS0005,approved,2022-08-28T07:16:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072990,DGFS0006,approved,2024-06-18T15:09:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072991,DGFS0008,approved,2025-03-23T05:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072992,DGFS0004,approved,2023-01-05T18:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072994,DGFS0016,approved,2024-04-12T15:56:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072996,DGFS0020,approved,2024-04-30T00:48:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072997,DGFS0025,approved,2024-03-14T11:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1072999,,approved,2024-09-23T06:23:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073002,DGFS0015,rejected,2022-08-15T23:48:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1073003,,approved,2024-07-31T04:56:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073004,DGFS0012,approved,2025-04-12T19:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073010,DGFS0001,approved,2022-10-06T23:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073011,DGFS0011,approved,2022-09-21T04:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073015,DGFS0005,approved,2024-01-01T07:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073016,DGFS0024,rejected,2025-07-13T18:26:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1073018,DGFM0004,approved,2024-02-09T17:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073019,DGFS0014,approved,2025-03-03T09:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073021,DGFM0002,approved,2023-08-05T21:31:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073024,DGFS0012,approved,2023-10-22T20:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073025,DGFS0024,approved,2024-05-29T06:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073026,DGFS0020,approved,2023-07-28T17:35:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073028,DGFS0006,rejected,2023-12-17T14:20:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1073029,DGFS0007,approved,2024-12-16T01:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073032,DGFS0003,approved,2023-03-28T08:19:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073034,DGFS0006,rejected,2023-05-28T15:03:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1073035,DGFM0004,approved,2024-09-21T15:20:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073036,DGFM0004,approved,2024-06-17T23:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073038,DGFS0025,approved,2025-08-17T05:15:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073039,DGFS0003,approved,2024-01-11T16:11:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073041,DGFS0023,approved,2023-03-12T11:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073042,DGFS0019,approved,2023-01-05T01:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073043,DGFS0025,rejected,2023-05-30T10:56:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1073044,DGFS0015,rejected,2025-07-24T19:18:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1073045,DGFS0025,approved,2025-06-04T04:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073047,DGFS0005,approved,2023-09-16T10:45:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073048,DGFS0003,approved,2024-09-18T00:31:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073049,DGFS0001,approved,2025-03-14T08:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073050,DGFS0013,rejected,2023-07-10T09:04:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1073051,DGFS0011,approved,2022-09-30T16:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073052,DGFS0010,approved,2025-07-28T08:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073053,DGFS0007,approved,2023-01-01T13:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073054,DGFS0002,approved,2024-09-23T16:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073055,DGFS0002,approved,2024-02-29T19:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073056,DGFS0021,approved,2025-01-10T07:25:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073057,DGFM0005,rejected,2024-11-08T03:44:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1073058,,approved,2023-07-26T05:05:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073060,DGFS0019,approved,2023-03-07T21:55:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073061,DGFS0002,approved,2023-03-21T04:25:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073064,DGFS0012,rejected,2024-03-01T19:28:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1073066,DGFS0019,rejected,2025-06-22T13:53:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1073067,DGFS0010,approved,2025-02-13T05:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073068,DGFS0004,approved,2025-08-14T14:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073069,DGFS0020,approved,2025-03-04T21:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073070,DGFS0025,approved,2024-05-06T07:01:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073071,DGFM0001,approved,2023-08-18T14:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073072,DGFM0003,approved,2024-05-31T06:44:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073073,DGFM0003,approved,2025-06-05T20:36:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073074,DGFS0014,rejected,2023-03-05T16:53:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1073076,DGFS0017,approved,2024-10-11T17:57:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073077,DGFS0020,approved,2023-10-07T12:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073078,DGFM0001,approved,2024-10-31T13:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073080,DGFS0024,approved,2025-03-04T06:53:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073081,DGFS0004,approved,2024-06-18T06:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073082,DGFM0001,approved,2024-11-13T04:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073083,,approved,2024-05-29T05:13:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073084,DGFS0008,approved,2023-09-01T17:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073086,DGFS0011,rejected,2025-04-29T04:44:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1073087,DGFM0004,rejected,2024-09-11T08:58:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1073088,DGFS0010,approved,2023-10-31T16:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073089,DGFS0008,approved,2023-04-28T06:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073090,DGFS0024,approved,2022-09-23T20:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073091,DGFS0023,approved,2024-05-05T10:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073092,DGFS0011,approved,2024-02-09T17:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073093,DGFS0013,approved,2022-11-22T06:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073094,DGFS0005,approved,2022-11-09T11:48:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073095,DGFS0014,approved,2023-08-06T15:01:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073096,DGFS0025,approved,2023-11-01T21:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073097,DGFS0005,approved,2025-08-11T17:53:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073099,,approved,2023-03-30T05:12:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073100,DGFS0008,approved,2023-03-02T00:48:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073101,DGFS0009,approved,2025-02-03T09:54:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073102,DGFM0001,rejected,2022-09-19T07:37:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1073104,DGFS0021,approved,2024-03-11T11:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073105,DGFS0021,rejected,2024-01-16T05:24:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1073106,DGFS0003,approved,2022-10-01T00:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073111,DGFM0003,approved,2023-11-08T16:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073112,DGFS0003,rejected,2022-09-12T19:30:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1073113,DGFS0004,approved,2023-10-24T17:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073114,,approved,2024-09-20T02:42:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073115,,approved,2023-10-11T15:50:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073116,,approved,2025-07-21T06:18:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073117,DGFS0023,approved,2024-07-09T05:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073118,DGFS0003,rejected,2022-12-20T13:58:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1073122,DGFM0001,approved,2022-11-24T20:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073123,DGFS0023,approved,2024-07-12T09:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073124,DGFS0005,approved,2024-01-29T20:36:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073126,DGFS0007,approved,2023-01-04T09:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073128,,approved,2025-05-22T04:50:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073130,DGFS0015,approved,2023-05-28T09:57:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073131,DGFS0001,approved,2024-07-12T00:36:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073132,DGFS0015,approved,2022-11-21T05:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073133,DGFM0004,approved,2025-05-19T22:53:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073134,DGFS0007,approved,2024-02-15T06:36:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073135,DGFS0004,approved,2025-01-16T02:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073137,DGFS0016,approved,2025-01-05T05:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073138,DGFS0018,approved,2024-11-14T05:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073139,DGFS0006,approved,2023-11-30T04:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073140,DGFS0025,approved,2024-07-07T01:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073141,DGFS0016,approved,2025-05-16T02:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073142,DGFM0005,rejected,2024-07-28T14:58:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
