booking_id,actual_start_time,checked_in_by,initial_condition,actual_end_time,final_condition,usage_notes
1088705,2022-10-02T11:54:00,DGFM0005,Generated check-in: room ready for use.,2022-10-02T13:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088708,2023-04-28T08:54:00,DGFS0021,Generated check-in: room ready for use.,2023-04-28T11:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088709,2024-01-27T09:55:00,DGFS0006,Generated check-in: room ready for use.,2024-01-27T11:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088711,2023-11-18T17:06:00,DGFS0003,Generated check-in: room ready for use.,2023-11-18T17:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088712,2025-08-12T09:54:00,DGFS0007,Generated check-in: room ready for use.,2025-08-12T10:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088713,2024-03-21T14:57:00,DGFS0004,Generated check-in: room ready for use.,2024-03-21T17:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088714,2024-10-15T15:05:00,DGFS0003,Generated check-in: room ready for use.,2024-10-15T16:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088719,2024-10-12T11:08:00,DGFS0013,Generated check-in: room ready for use.,2024-10-12T13:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088724,2024-04-27T11:00:00,DGFS0004,Generated check-in: room ready for use.,2024-04-27T12:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088734,2022-12-28T07:55:00,DGFM0003,Generated check-in: room ready for use.,2022-12-28T10:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088738,2024-07-03T14:55:00,DGFS0007,Generated check-in: room ready for use.,2024-07-03T16:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088741,2025-06-03T08:58:00,DGFS0019,Generated check-in: room ready for use.,2025-06-03T10:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088746,2024-08-21T09:57:00,DGFS0015,Generated check-in: room ready for use.,2024-08-21T12:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088747,2025-02-05T11:54:00,DGFS0011,Generated check-in: room ready for use.,2025-02-05T14:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088748,2025-05-30T15:06:00,DGFS0011,Generated check-in: room ready for use.,2025-05-30T16:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088749,2023-10-10T17:03:00,DGFS0003,Generated check-in: room ready for use.,2023-10-10T18:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088757,2025-02-24T11:00:00,DGFS0021,Generated check-in: room ready for use.,2025-02-24T12:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088759,2025-07-08T09:02:00,DGFM0002,Generated check-in: room ready for use.,2025-07-08T11:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088765,2022-10-18T11:57:00,DGFS0016,Generated check-in: room ready for use.,2022-10-18T13:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088767,2025-07-11T15:00:00,DGFS0013,Generated check-in: room ready for use.,2025-07-11T15:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088768,2023-04-17T14:02:00,DGFS0013,Generated check-in: room ready for use.,2023-04-17T16:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088775,2023-07-25T11:09:00,DGFS0020,Generated check-in: room ready for use.,2023-07-25T13:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088778,2023-04-15T10:06:00,DGFS0017,Generated check-in: room ready for use.,2023-04-15T11:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088779,2023-01-21T15:55:00,DGFS0020,Generated check-in: room ready for use.,2023-01-21T17:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088782,2023-09-25T14:02:00,DGFS0015,Generated check-in: room ready for use.,2023-09-25T15:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088783,2023-08-22T08:54:00,DGFS0023,Generated check-in: room ready for use.,2023-08-22T11:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088785,2024-10-11T10:50:00,DGFS0024,Generated check-in: room ready for use.,2024-10-11T11:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088786,2025-07-05T13:06:00,DGFS0009,Generated check-in: room ready for use.,2025-07-05T14:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088787,2024-10-03T15:08:00,DGFS0016,Generated check-in: room ready for use.,2024-10-03T16:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088789,2024-06-27T09:10:00,DGFM0003,Generated check-in: room ready for use.,2024-06-27T10:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088790,2023-01-12T08:50:00,DGFS0007,Generated check-in: room ready for use.,2023-01-12T11:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088791,2025-02-18T08:59:00,DGFS0023,Generated check-in: room ready for use.,2025-02-18T10:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088792,2022-12-15T16:03:00,DGFS0007,Generated check-in: room ready for use.,2022-12-15T17:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088798,2024-01-14T11:08:00,DGFS0015,Generated check-in: room ready for use.,2024-01-14T12:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088802,2023-06-16T09:59:00,DGFS0016,Generated check-in: room ready for use.,2023-06-16T11:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088803,2023-03-25T14:53:00,DGFS0009,Generated check-in: room ready for use.,2023-03-25T18:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088807,2023-07-30T15:02:00,DGFS0010,Generated check-in: room ready for use.,2023-07-30T17:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088808,2023-12-11T14:06:00,DGFS0018,Generated check-in: room ready for use.,2023-12-11T15:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088815,2024-02-10T10:10:00,DGFS0019,Generated check-in: room ready for use.,2024-02-10T11:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088816,2023-10-07T09:56:00,DGFS0025,Generated check-in: room ready for use.,2023-10-07T10:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088825,2023-11-27T15:04:00,DGFM0001,Generated check-in: room ready for use.,2023-11-27T18:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088828,2023-12-27T13:56:00,DGFS0011,Generated check-in: room ready for use.,2023-12-27T14:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088831,2023-05-16T14:02:00,DGFS0007,Generated check-in: room ready for use.,2023-05-16T16:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088832,2024-12-13T14:00:00,DGFS0012,Generated check-in: room ready for use.,2024-12-13T16:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088833,2023-10-31T08:07:00,DGFS0025,Generated check-in: room ready for use.,2023-10-31T10:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088835,2024-02-08T14:04:00,DGFM0002,Generated check-in: room ready for use.,2024-02-08T14:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088837,2022-09-01T09:01:00,DGFS0024,Generated check-in: room ready for use.,2022-09-01T10:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088838,2024-11-10T10:07:00,DGFS0009,Generated check-in: room ready for use.,2024-11-10T11:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088841,2023-03-29T15:59:00,DGFS0018,Generated check-in: room ready for use.,2023-03-29T17:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088842,2025-06-22T16:05:00,DGFS0005,Generated check-in: room ready for use.,2025-06-22T17:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088843,2025-07-27T15:06:00,DGFS0009,Generated check-in: room ready for use.,2025-07-27T17:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088844,2024-09-27T09:08:00,DGFM0004,Generated check-in: room ready for use.,2024-09-27T09:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088846,2023-10-02T12:50:00,DGFS0002,Generated check-in: room ready for use.,2023-10-02T14:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088848,2024-05-12T11:07:00,DGFS0012,Generated check-in: room ready for use.,2024-05-12T13:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088853,2022-09-02T07:55:00,DGFM0004,Generated check-in: room ready for use.,2022-09-02T10:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088856,2025-08-21T15:02:00,DGFS0020,Generated check-in: room ready for use.,2025-08-21T16:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088862,2024-07-14T14:10:00,DGFS0005,Generated check-in: room ready for use.,2024-07-14T16:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088863,2022-10-19T11:02:00,DGFS0010,Generated check-in: room ready for use.,2022-10-19T12:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088864,2023-10-02T15:57:00,DGFS0009,Generated check-in: room ready for use.,2023-10-02T17:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088867,2025-05-30T08:10:00,DGFS0023,Generated check-in: room ready for use.,2025-05-30T09:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088868,2025-08-14T09:01:00,DGFS0003,Generated check-in: room ready for use.,2025-08-14T11:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088870,2025-01-24T15:59:00,DGFS0025,Generated check-in: room ready for use.,2025-01-24T17:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088874,2025-01-30T13:54:00,DGFM0005,Generated check-in: room ready for use.,2025-01-30T15:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088880,2022-12-04T16:10:00,DGFS0010,Generated check-in: room ready for use.,2022-12-04T17:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088883,2023-11-16T11:54:00,DGFS0012,Generated check-in: room ready for use.,2023-11-16T13:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088884,2022-12-18T11:05:00,DGFM0003,Generated check-in: room ready for use.,2022-12-18T13:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088885,2023-05-07T12:54:00,DGFS0022,Generated check-in: room ready for use.,2023-05-07T15:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088886,2024-07-12T17:10:00,DGFS0013,Generated check-in: room ready for use.,2024-07-12T17:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088887,2023-12-08T08:01:00,DGFS0011,Generated check-in: room ready for use.,2023-12-08T09:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088889,2023-04-22T17:10:00,DGFS0005,Generated check-in: room ready for use.,2023-04-22T18:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088891,2024-04-13T13:04:00,DGFS0008,Generated check-in: room ready for use.,2024-04-13T14:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088893,2022-12-12T15:10:00,DGFS0016,Generated check-in: room ready for use.,2022-12-12T15:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088896,2025-05-11T07:56:00,DGFS0003,Generated check-in: room ready for use.,2025-05-11T09:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088899,2022-09-02T15:59:00,DGFS0011,Generated check-in: room ready for use.,2022-09-02T18:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088902,2023-08-07T07:59:00,DGFM0001,Generated check-in: room ready for use.,2023-08-07T09:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088903,2024-09-26T15:59:00,DGFS0021,Generated check-in: room ready for use.,2024-09-26T18:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088907,2024-07-29T11:54:00,DGFS0004,Generated check-in: room ready for use.,2024-07-29T13:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088911,2023-03-20T08:58:00,DGFS0016,Generated check-in: room ready for use.,2023-03-20T10:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088912,2023-02-10T10:58:00,DGFS0003,Generated check-in: room ready for use.,2023-02-10T12:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088915,2023-02-21T14:09:00,DGFS0022,Generated check-in: room ready for use.,2023-02-21T16:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088916,2022-10-09T11:03:00,DGFS0020,Generated check-in: room ready for use.,2022-10-09T13:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088917,2023-06-14T13:51:00,DGFS0011,Generated check-in: room ready for use.,2023-06-14T17:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088920,2022-10-11T17:07:00,DGFS0012,Generated check-in: room ready for use.,2022-10-11T18:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088921,2025-08-28T15:50:00,DGFS0014,Generated check-in: room ready for use.,2025-08-28T17:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088923,2023-07-19T12:07:00,DGFS0021,Generated check-in: room ready for use.,2023-07-19T12:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088925,2022-10-10T16:56:00,DGFS0022,Generated check-in: room ready for use.,2022-10-10T18:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088935,2024-02-02T17:02:00,DGFM0001,Generated check-in: room ready for use.,2024-02-02T18:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088946,2024-12-02T17:00:00,DGFS0014,Generated check-in: room ready for use.,2024-12-02T17:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088949,2024-11-18T15:02:00,DGFS0003,Generated check-in: room ready for use.,2024-11-18T17:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088950,2025-06-01T10:05:00,DGFM0001,Generated check-in: room ready for use.,2025-06-01T12:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088953,2025-07-18T08:53:00,DGFS0024,Generated check-in: room ready for use.,2025-07-18T11:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088959,2024-08-19T11:10:00,DGFS0021,Generated check-in: room ready for use.,2024-08-19T12:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088960,2023-10-31T14:53:00,DGFM0004,Generated check-in: room ready for use.,2023-10-31T16:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088965,2025-05-28T10:05:00,DGFS0018,Generated check-in: room ready for use.,2025-05-28T11:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088969,2024-03-20T10:03:00,DGFS0006,Generated check-in: room ready for use.,2024-03-20T11:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088971,2023-12-01T11:01:00,DGFS0010,Generated check-in: room ready for use.,2023-12-01T12:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088972,2024-08-22T11:01:00,DGFS0019,Generated check-in: room ready for use.,2024-08-22T12:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088973,2023-01-31T13:05:00,DGFS0007,Generated check-in: room ready for use.,2023-01-31T14:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088974,2024-06-19T12:00:00,DGFS0009,Generated check-in: room ready for use.,2024-06-19T14:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088979,2024-09-22T11:52:00,DGFS0001,Generated check-in: room ready for use.,2024-09-22T14:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088982,2022-12-23T16:58:00,DGFS0015,Generated check-in: room ready for use.,2022-12-23T17:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088983,2024-06-26T08:51:00,DGFS0016,Generated check-in: room ready for use.,2024-06-26T10:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088984,2024-09-24T09:05:00,DGFS0008,Generated check-in: room ready for use.,2024-09-24T10:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088986,2023-04-26T15:03:00,DGFM0003,Generated check-in: room ready for use.,2023-04-26T16:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088987,2023-11-30T13:04:00,DGFS0010,Generated check-in: room ready for use.,2023-11-30T15:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088988,2023-01-29T14:55:00,DGFS0003,Generated check-in: room ready for use.,2023-01-29T16:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088989,2023-03-31T08:00:00,DGFS0017,Generated check-in: room ready for use.,2023-03-31T08:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088990,2022-11-28T10:56:00,DGFS0018,Generated check-in: room ready for use.,2022-11-28T13:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088991,2023-09-16T09:01:00,DGFS0021,Generated check-in: room ready for use.,2023-09-16T12:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088993,2024-08-21T13:00:00,DGFS0006,Generated check-in: room ready for use.,2024-08-21T14:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088994,2023-01-05T11:09:00,DGFS0004,Generated check-in: room ready for use.,2023-01-05T13:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088995,2024-05-15T11:08:00,DGFS0009,Generated check-in: room ready for use.,2024-05-15T13:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1088999,2024-09-16T09:06:00,DGFS0014,Generated check-in: room ready for use.,2024-09-16T11:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089003,2024-02-01T16:04:00,DGFM0005,Generated check-in: room ready for use.,2024-02-01T16:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089005,2023-09-06T08:09:00,DGFM0005,Generated check-in: room ready for use.,2023-09-06T09:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089008,2025-02-03T17:07:00,DGFS0002,Generated check-in: room ready for use.,2025-02-03T18:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089010,2025-05-02T15:57:00,DGFM0005,Generated check-in: room ready for use.,2025-05-02T18:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089013,2023-12-19T09:06:00,DGFS0003,Generated check-in: room ready for use.,2023-12-19T10:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089015,2024-09-06T11:06:00,DGFS0021,Generated check-in: room ready for use.,2024-09-06T12:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089016,2023-01-10T14:56:00,DGFS0005,Generated check-in: room ready for use.,2023-01-10T17:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089017,2024-09-08T14:01:00,DGFS0019,Generated check-in: room ready for use.,2024-09-08T16:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089022,2023-02-27T17:08:00,DGFS0022,Generated check-in: room ready for use.,2023-02-27T18:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089023,2024-09-02T15:53:00,DGFM0002,Generated check-in: room ready for use.,2024-09-02T17:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089025,2023-08-22T14:02:00,DGFS0002,Generated check-in: room ready for use.,2023-08-22T14:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089026,2022-11-23T13:55:00,DGFM0001,Generated check-in: room ready for use.,2022-11-23T15:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089032,2023-10-17T15:03:00,DGFS0019,Generated check-in: room ready for use.,2023-10-17T17:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089035,2024-05-09T10:51:00,DGFM0002,Generated check-in: room ready for use.,2024-05-09T12:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089038,2023-06-19T11:05:00,DGFS0010,Generated check-in: room ready for use.,2023-06-19T12:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089039,2023-12-12T11:02:00,DGFS0001,Generated check-in: room ready for use.,2023-12-12T12:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089040,2025-04-22T14:08:00,DGFS0016,Generated check-in: room ready for use.,2025-04-22T15:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089045,2025-07-26T13:05:00,DGFM0001,Generated check-in: room ready for use.,2025-07-26T14:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089046,2024-05-27T17:05:00,DGFS0017,Generated check-in: room ready for use.,2024-05-27T18:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089051,2022-12-22T12:53:00,DGFS0001,Generated check-in: room ready for use.,2022-12-22T14:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089056,2024-06-08T10:04:00,DGFS0014,Generated check-in: room ready for use.,2024-06-08T11:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089057,2025-07-18T08:50:00,DGFS0003,Generated check-in: room ready for use.,2025-07-18T09:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089060,2024-04-12T16:08:00,DGFM0001,Generated check-in: room ready for use.,2024-04-12T18:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089063,2023-03-16T11:55:00,DGFS0012,Generated check-in: room ready for use.,2023-03-16T15:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089064,2025-07-14T13:01:00,DGFS0001,Generated check-in: room ready for use.,2025-07-14T14:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089070,2024-06-15T12:59:00,DGFS0013,Generated check-in: room ready for use.,2024-06-15T16:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089072,2024-09-04T15:02:00,DGFS0017,Generated check-in: room ready for use.,2024-09-04T18:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089081,2023-04-09T13:56:00,DGFM0001,Generated check-in: room ready for use.,2023-04-09T15:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089083,2023-08-31T15:59:00,DGFS0004,Generated check-in: room ready for use.,2023-08-31T17:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089085,2025-03-11T14:00:00,DGFM0002,Generated check-in: room ready for use.,2025-03-11T14:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089087,2024-08-03T08:03:00,DGFS0008,Generated check-in: room ready for use.,2024-08-03T09:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089089,2024-03-18T14:57:00,DGFS0001,Generated check-in: room ready for use.,2024-03-18T15:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089091,2022-09-23T15:03:00,DGFS0001,Generated check-in: room ready for use.,2022-09-23T18:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089094,2024-03-16T09:56:00,DGFS0019,Generated check-in: room ready for use.,2024-03-16T11:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089101,2023-02-06T16:56:00,DGFS0008,Generated check-in: room ready for use.,2023-02-06T18:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089102,2024-04-22T16:57:00,DGFS0004,Generated check-in: room ready for use.,2024-04-22T18:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089104,2025-08-07T16:07:00,DGFS0002,Generated check-in: room ready for use.,2025-08-07T18:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089105,2025-05-13T12:59:00,DGFS0008,Generated check-in: room ready for use.,2025-05-13T15:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089109,2023-05-14T12:03:00,DGFS0004,Generated check-in: room ready for use.,2023-05-14T13:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089111,2024-06-29T09:01:00,DGFS0012,Generated check-in: room ready for use.,2024-06-29T10:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089112,2024-01-17T16:07:00,DGFS0015,Generated check-in: room ready for use.,2024-01-17T16:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089115,2024-09-04T15:08:00,DGFS0010,Generated check-in: room ready for use.,2024-09-04T15:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089122,2024-12-08T09:04:00,DGFM0005,Generated check-in: room ready for use.,2024-12-08T10:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089126,2024-07-23T12:58:00,DGFS0022,Generated check-in: room ready for use.,2024-07-23T14:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089131,2023-07-04T14:59:00,DGFS0011,Generated check-in: room ready for use.,2023-07-04T16:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089133,2024-07-16T14:59:00,DGFM0001,Generated check-in: room ready for use.,2024-07-16T17:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089135,2025-04-17T17:09:00,DGFS0001,Generated check-in: room ready for use.,2025-04-17T18:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089136,2023-11-29T14:56:00,DGFS0010,Generated check-in: room ready for use.,2023-11-29T17:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089137,2023-11-18T09:03:00,DGFS0006,Generated check-in: room ready for use.,2023-11-18T10:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089139,2024-02-21T08:50:00,DGFS0012,Generated check-in: room ready for use.,2024-02-21T10:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089141,2023-05-16T13:01:00,DGFS0023,Generated check-in: room ready for use.,2023-05-16T15:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089142,2024-12-13T13:50:00,DGFM0005,Generated check-in: room ready for use.,2024-12-13T15:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089144,2025-01-15T16:06:00,DGFS0015,Generated check-in: room ready for use.,2025-01-15T17:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089149,2023-08-21T11:51:00,DGFS0001,Generated check-in: room ready for use.,2023-08-21T13:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089150,2024-05-09T16:09:00,DGFM0005,Generated check-in: room ready for use.,2024-05-09T17:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089151,2024-01-25T17:00:00,DGFS0006,Generated check-in: room ready for use.,2024-01-25T17:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089152,2025-01-19T15:53:00,DGFM0004,Generated check-in: room ready for use.,2025-01-19T17:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089156,2024-03-03T15:03:00,DGFM0001,Generated check-in: room ready for use.,2024-03-03T16:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089160,2025-03-03T15:58:00,DGFM0005,Generated check-in: room ready for use.,2025-03-03T18:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089161,2025-01-07T10:58:00,DGFS0023,Generated check-in: room ready for use.,2025-01-07T14:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089164,2023-12-19T09:59:00,DGFS0016,Generated check-in: room ready for use.,2023-12-19T11:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089165,2024-09-07T08:02:00,DGFS0001,Generated check-in: room ready for use.,2024-09-07T09:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089172,2025-06-24T15:08:00,DGFS0007,Generated check-in: room ready for use.,2025-06-24T16:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
