maintenance_id,staff_id,assigned_at,unassigned_at,assignment_role
1001046,DGFS0002,2025-07-15T19:31:00,2025-07-15T22:00:00,primary
1001047,DGFS0002,2023-11-29T19:34:00,2023-11-29T23:00:00,primary
1001048,DGFS0002,2024-11-06T19:20:00,2024-11-06T23:00:00,primary
1001049,DGFS0014,2023-12-15T19:07:00,2023-12-15T22:00:00,primary
1001050,DGFS0005,2024-11-10T19:44:00,2024-11-10T22:00:00,primary
1001051,DGFS0001,2025-05-23T19:39:00,2025-05-23T21:00:00,primary
1001052,DGFS0003,2024-04-29T19:20:00,2024-04-29T21:00:00,primary
1001053,DGFM0003,2024-02-14T19:50:00,2024-02-14T22:00:00,primary
1001054,DGFS0006,2025-07-11T19:48:00,2025-07-11T22:00:00,primary
1001055,DGFS0018,2023-06-20T19:18:00,2023-06-20T21:00:00,primary
1001056,DGFS0007,2023-06-23T19:24:00,2023-06-23T22:00:00,primary
1001057,DGFS0013,2023-08-21T20:00:00,2023-08-21T21:00:00,primary
1001058,DGFS0007,2023-11-13T19:28:00,2023-11-13T23:00:00,primary
1001059,DGFM0002,2023-03-30T19:27:00,2023-03-30T22:00:00,primary
1001060,DGFS0007,2025-02-03T19:53:00,2025-02-03T21:00:00,primary
1001061,DGFS0008,2024-08-15T19:12:00,2024-08-15T21:00:00,primary
1001062,DGFS0007,2024-07-23T19:19:00,2024-07-23T22:00:00,primary
1001063,DGFS0001,2025-07-05T19:10:00,2025-07-05T21:00:00,primary
1001064,DGFM0003,2023-04-28T19:15:00,2023-04-28T22:00:00,primary
1001065,DGFS0022,2024-02-21T19:55:00,2024-02-21T23:00:00,primary
1001066,DGFS0014,2025-03-07T19:46:00,2025-03-07T21:00:00,primary
1001067,DGFS0005,2023-11-21T19:41:00,2023-11-21T23:00:00,primary
1001068,DGFS0006,2022-12-03T19:07:00,2022-12-03T23:00:00,primary
1001069,DGFS0023,2025-01-29T19:17:00,2025-01-29T22:00:00,primary
1001070,DGFS0024,2025-02-07T19:21:00,2025-02-07T23:00:00,primary
1001071,DGFS0010,2023-05-02T19:26:00,2023-05-02T21:00:00,primary
1001072,DGFS0013,2023-12-06T19:29:00,2023-12-06T23:00:00,primary
1001073,DGFS0015,2023-11-22T19:51:00,2023-11-22T23:00:00,primary
1001074,DGFS0012,2025-02-01T19:10:00,2025-02-01T21:00:00,primary
1001075,DGFS0012,2023-09-10T19:15:00,2023-09-10T23:00:00,primary
1001076,DGFM0001,2024-07-23T19:18:00,2024-07-23T23:00:00,primary
1001077,DGFS0020,2024-02-05T19:57:00,2024-02-05T23:00:00,primary
1001078,DGFS0002,2025-07-05T19:24:00,2025-07-05T22:00:00,primary
1001079,DGFS0017,2024-03-05T19:31:00,2024-03-05T22:00:00,primary
1001080,DGFS0021,2025-08-09T19:30:00,2025-08-09T23:00:00,primary
1001081,DGFS0025,2023-02-15T19:21:00,2023-02-15T21:00:00,primary
1001082,DGFS0014,2023-08-30T19:25:00,2023-08-30T22:00:00,primary
1001083,DGFS0015,2024-05-21T20:00:00,2024-05-21T23:00:00,primary
1001084,DGFS0010,2023-12-03T19:17:00,2023-12-03T23:00:00,primary
1001085,DGFS0009,2022-09-09T19:30:00,2022-09-09T21:00:00,primary
1001086,DGFS0007,2024-07-10T19:28:00,2024-07-10T21:00:00,primary
1001087,DGFM0003,2023-08-31T19:08:00,2023-08-31T21:00:00,primary
1001088,DGFM0004,2024-04-05T19:35:00,2024-04-05T22:00:00,primary
1001089,DGFS0014,2022-12-21T19:40:00,2022-12-21T22:00:00,primary
1001090,DGFS0015,2022-12-25T19:33:00,2022-12-25T23:00:00,primary
1001091,DGFS0019,2024-12-09T19:06:00,2024-12-09T21:00:00,primary
1001092,DGFS0021,2024-04-21T19:46:00,2024-04-21T23:00:00,primary
1001093,DGFS0025,2022-10-04T19:46:00,2022-10-04T21:00:00,primary
1001094,DGFS0008,2023-03-09T19:40:00,2023-03-09T21:00:00,primary
1001095,DGFS0007,2023-07-07T19:05:00,2023-07-07T23:00:00,primary
1001096,DGFS0022,2025-01-31T19:33:00,2025-01-31T23:00:00,primary
1001097,DGFS0017,2023-01-26T19:20:00,2023-01-26T22:00:00,primary
1001098,DGFS0014,2023-11-04T19:37:00,2023-11-04T22:00:00,primary
1001099,DGFS0018,2023-11-10T19:41:00,2023-11-10T23:00:00,primary
1001100,DGFM0003,2025-08-04T11:49:00,,primary
1001101,DGFS0012,2025-08-17T05:48:00,,primary
1001102,DGFS0022,2025-08-08T15:09:00,,primary
1001103,DGFS0021,2025-08-14T11:21:00,,primary
1001104,DGFS0017,2025-08-09T23:46:00,,primary
1001105,DGFS0017,2025-08-17T05:09:00,,primary
1001106,DGFM0004,2025-08-01T12:43:00,,primary
1001107,DGFS0025,2025-08-02T17:00:00,,primary
1001108,DGFS0019,2025-08-20T11:05:00,,primary
1001109,DGFS0008,2025-08-12T02:08:00,,primary
1001110,DGFS0008,2025-08-08T13:30:00,,primary
1001111,DGFS0015,2025-08-19T04:21:00,,primary
1001112,DGFS0022,2025-08-18T15:15:00,,primary
1001113,DGFS0001,2025-08-07T13:27:00,,primary
1001114,DGFM0002,2025-08-05T06:45:00,,primary
1001115,DGFM0004,2025-08-20T06:36:00,,primary
1001116,DGFS0006,2025-08-10T10:29:00,,primary
1001117,DGFS0016,2025-08-03T15:25:00,,primary
1001118,DGFS0015,2025-08-06T00:19:00,,primary
1001119,DGFS0009,2025-08-14T21:19:00,,primary
1001120,DGFS0014,2025-08-10T05:54:00,,primary
1001121,DGFS0011,2025-08-09T04:52:00,,primary
1001122,DGFS0024,2025-08-02T03:53:00,,primary
1001123,DGFS0003,2025-08-08T06:43:00,,primary
1001124,DGFS0020,2025-08-13T18:15:00,,primary
1001125,DGFS0003,2025-08-13T01:47:00,,primary
1001126,DGFS0007,2025-08-10T03:00:00,,primary
1001127,DGFS0006,2025-08-08T03:41:00,,primary
1001128,DGFS0014,2025-08-17T12:17:00,,primary
1001129,DGFS0007,2025-08-19T23:09:00,,primary
1001130,DGFM0003,2025-08-13T00:49:00,,primary
1001131,DGFS0023,2025-08-12T06:34:00,,primary
1001132,DGFM0005,2025-08-08T08:59:00,,primary
1001133,DGFS0010,2025-08-03T02:19:00,,primary
1001134,DGFM0005,2025-08-19T14:48:00,,primary
1001135,DGFS0023,2025-08-12T19:58:00,,primary
1001136,DGFS0003,2025-08-05T03:07:00,,primary
1001137,DGFS0019,2025-08-12T07:22:00,,primary
1001138,DGFM0002,2025-08-20T05:42:00,,primary
1001139,DGFS0011,2025-08-02T13:58:00,,primary
1001140,DGFS0025,2025-08-15T13:47:00,,primary
1001141,DGFS0011,2025-08-12T19:08:00,,primary
1001142,DGFS0013,2025-08-14T05:27:00,,primary
1001143,DGFS0001,2025-08-11T04:16:00,,primary
1001144,DGFS0015,2025-08-04T12:11:00,,primary
1001145,DGFS0017,2025-08-09T09:14:00,,primary
1001146,DGFS0008,2025-08-07T08:48:00,,primary
1001147,DGFS0013,2025-08-01T16:26:00,,primary
1001148,DGFS0002,2025-08-12T06:06:00,,primary
1001149,DGFS0015,2025-08-01T18:09:00,,primary
1001150,DGFS0013,2025-08-18T09:05:00,,primary
1001151,DGFS0004,2025-08-12T02:55:00,,primary
1001152,DGFS0023,2025-08-20T09:20:00,,primary
1001153,DGFS0007,2025-08-10T06:50:00,,primary
1001154,DGFS0022,2025-08-15T18:48:00,,primary
1001155,DGFS0012,2025-08-15T16:23:00,,primary
1001156,DGFS0018,2025-08-18T09:15:00,,primary
1001157,DGFS0011,2025-08-17T16:51:00,,primary
1001158,DGFS0023,2025-08-15T00:53:00,,primary
1001159,DGFS0011,2025-08-20T11:53:00,,primary
1001160,DGFS0017,2025-08-06T03:53:00,,primary
1001161,DGFS0005,2025-08-10T18:30:00,,primary
1001162,DGFS0022,2025-08-02T15:23:00,,primary
1001163,DGFS0013,2025-08-01T10:44:00,,primary
1001164,DGFM0001,2025-08-11T22:41:00,,primary
1001165,DGFS0016,2025-08-13T01:52:00,,primary
1001166,DGFS0017,2025-08-12T15:20:00,,primary
1001167,DGFS0007,2025-08-03T02:20:00,,primary
1001168,DGFM0001,2025-08-18T19:55:00,,primary
1001169,DGFS0024,2025-08-09T07:28:00,,primary
1001170,DGFS0006,2025-08-07T18:17:00,,primary
1001171,DGFS0024,2025-08-05T00:48:00,,primary
1001172,DGFS0007,2025-08-08T18:48:00,,primary
1001173,DGFS0025,2025-08-17T18:22:00,,primary
1001174,DGFS0001,2025-08-13T08:43:00,,primary
1001175,DGFS0025,2025-08-03T16:47:00,,primary
1001176,DGFS0025,2025-08-05T09:33:00,,primary
1001177,DGFS0018,2025-08-02T12:40:00,,primary
1001178,DGFS0015,2025-08-04T10:31:00,,primary
1001179,DGFS0017,2025-08-14T03:00:00,,primary
1001180,DGFS0023,2025-08-09T08:50:00,,primary
1001181,DGFS0019,2025-08-16T21:27:00,,primary
1001182,DGFS0003,2025-08-08T13:28:00,,primary
1001183,DGFM0004,2025-08-05T02:16:00,,primary
1001184,DGFS0016,2025-08-09T06:39:00,,primary
1001185,DGFS0001,2025-08-04T15:00:00,,primary
1001186,DGFM0004,2025-08-13T05:58:00,,primary
1001187,DGFS0007,2025-08-08T06:58:00,,primary
1001188,DGFS0004,2025-08-12T23:28:00,,primary
1001189,DGFS0002,2025-08-15T22:43:00,,primary
1001190,DGFS0024,2025-08-08T01:07:00,,primary
1001191,DGFS0013,2025-08-03T22:25:00,,primary
1001192,DGFS0010,2025-08-17T17:24:00,,primary
1001193,DGFS0012,2025-08-01T11:58:00,,primary
1001194,DGFM0004,2025-08-07T22:11:00,,primary
1001195,DGFS0003,2025-08-03T09:57:00,,primary
1001196,DGFS0002,2025-08-17T21:28:00,,primary
1001197,DGFS0001,2025-08-11T07:45:00,,primary
1001198,DGFS0024,2025-08-19T14:56:00,,primary
1001199,DGFS0013,2025-08-10T00:34:00,,primary
